TowNum,Tow_Firm,Tow_Firm_Address,Tow_Firm_Phone,Vehicle_State,Vehicle_Plate,Vehicle_Year,Make,Model,Color,Tow_From_Address,Date,Time,geom
390114,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,ME,2257XY,2008,HONDA,CIVIC,GRAY,88 AMITY ST,04212021,0759,"(41.759665143189274, -72.71012494041291)"
390121,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,CT,AB67516,2006,LEXUS,G2300,GREEN,16 BURTON ST,04212021,1231,"(41.77691773598223, -72.68958774593769)"
390149,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,AV64168,2014,NISSAN,ROGUE,GRAY,CAPITOL AV & JAMES ST,04222021,0616,"(41.76017867598707, -72.71208938771227)"
390140,"CENTRAL AUTO & TRANSPORT, LLC","195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,CT,AU47578,2017,KIA,OPTIMA,GRAY,MAPLE AV & SOUTH ST,04222021,0044,"(41.733115809869005, -72.68790168145796)"
390150,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,,,2001,HONDA,ACCORD,RED,53 EVERGREEN AV,04222021,0752,"(41.76447073698581, -72.70945548129042)"
390138,CAPITOL AUTOMOTIVE LLC,"971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,CT,0ATBD6,2020,NISSAN,ALTIMA,SIL,557 NEW BRITAIN AV,04212021,2335,"(41.73612158465502, -72.69976971423543)"
390127,,,860-296-2826,CT,AR40330,2000,JEEP,CHEROKEE,TAN,101 AIRPORT RD,04212021,1419,"(41.73808462865327, -72.66655457256064)"
390109,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,,,2000,TOYOTA,ECHO,BLACK,221 HAMILTON ST,04212021,0308,"(41.753915270549356, -72.70345884085239)"
390136,,,860-293-2442,CT,AX32558,2002,NISSAN,QUEST,SILVER,45 ALLEN PL,04212021,2235,"(41.7521320041222, -72.68535944426996)"
390130,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,,,2001,HONDA,PRE,SIL,196 CLEVELAND AV,04212021,1931,"(41.796867828069324, -72.67342941245246)"
390123,"CENTRAL AUTO & TRANSPORT, LLC","195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,CT,AY66017,2015,JEEP,GRAND,SILVER,287 COLLINS ST,04212021,1248,"(41.77352688253561, -72.69559218104283)"
390113,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,BA63116,2016,HYUNDAI,ELANTRA,RED,2076 MAIN ST,04212021,0724,"(41.782882180242964, -72.67545459158589)"
390137,,,860-293-2442,CT,AM72484,2000,TOYOTA,SOLORA,GREEN,212 LAUREL ST,04212021,2248,"(41.76491152927089, -72.69686814665135)"
390148,,,860-947-3062,CT,AW79581,2005,INFINITY,G35,GRAY,26 CONGRESS ST,04222021,0513,"(41.75449901553828, -72.67598718760118)"
390145,,,860-947-3062,CT,BA61519,2008,HONDA,ACCORD,WHITE,55 ELM ST,04222021,0317,"(41.762559620864046, -72.67675600579811)"
390126,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,MA,2ATW54,2007,KIA,SPECTRA,SILVER,141 WOODLAND ST,04212021,1359,"(41.77736198902589, -72.70073671432277)"
390115,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,,,2006,BUICK,LUCERNE,WHITE,88 AMITY ST,04212021,0759,"(41.759665143189274, -72.71012494041291)"
390139,,,860-236-2602,CT,AT78732,2008,HYUNDAI,SANTA FE,BLACK,10 MARSHALL ST,04222021,0038,"(41.76857331140937, -72.69822853453705)"
390187,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,AV86777,2012,TOYOTA,CAMRY,SILVER,247 COLLINS ST,04232021,0958,"(41.77323226680783, -72.6937788452951)"
390152,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,BB59859,2003,TOYOTA,SIENNA,GRAY,109 ADELAIDE ST,04222021,1156,"(41.741621443291656, -72.6776153622336)"
390188,,,860-296-2826,FL,AYGN47,2001,TOYOTA,COROLLA,SILVER,470 BROAD ST,04232021,0953,"(41.76312873851077, -72.68650106302415)"
390086,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,,,2006,CHEVY,COBALT,PUR,621 GARDEN ST,04202021,1219,"(41.787478413498576, -72.68251063396399)"
390214,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,,,2004,HONDA,ACCORD,GRAY,MAIN ST & MAPLE AV,04242021,0158,"(90.0, -72.75)"
390048,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,CT,BB81034,2014,JEEP,GRAND,GRY,300 SUMMIT ST,04192021,0054,"(41.74869751019462, -72.69280915059923)"
390050,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,PA,LBW9004,2019,NISSAN,VERSA,SILVER,MARKET ST & TRUMBULL ST,04192021,0143,"(41.7710713787858, -72.67100354924496)"
390043,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,,,2005,CHEVY,EQUINOX,BLK,122 NEW PARK AV,04182021,1626,"(41.75330434964902, -72.70852678048543)"
390175,CT AUTO & TOWING LLC,"42,JANSEN COURT,WEST HARTFORD,CT,99999",860-216-5474,CT,BA03065,2016,HONDA,ACCORD,SILVER,400 ASYLUM ST,04222021,2239,"(41.76772215384483, -72.68072658318975)"
389586,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,AH58516,2000,LEXUS,E300,TAN,90 GARDEN ST,04062021,1218,"(41.796499372055635, -72.67868153309584)"
390020,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,,,2002,ACURA,MDX,RED,MAPLE AV & RETREAT AV,04172021,1656,"(41.75475800314192, -72.67686700094892)"
390023,CAPITOL AUTOMOTIVE LLC,"971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,,,2003,INFINITI,G35,GRAY,181 WESTBOURNE PKWY,04172021,1823,"(41.787411298824146, -72.69777300313864)"
390215,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,,,2005,HYUNDAI,TUSCON,BLUE,FARMINGTON AV & SISSON AV,04242021,0203,"(90.0, -72.75)"
390022,,,860-293-2442,CT,AX31830,2011,CHEVROLET,MALIBU,BROWN,18 TOWNLEY ST,04172021,1713,"(41.77204785217842, -72.69596826438686)"
390079,"CENTRAL AUTO & TRANSPORT, LLC","195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,CT,AV95040,2004,BUICK,LESABRE,RED,65 IMLAY ST,04202021,0807,"(41.767020940079085, -72.69580146024543)"
389528,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,AY63787,2007,BMW,328XI,BLUE,100 MAIN ST,04042021,1635,"(41.76903864303708, -72.67278346271709)"
390073,,,860-293-2442,GA,S025997,2019,NISSAN,VERSA,GRAY,15 WEBSTER ST,04192021,2242,"(41.74366651181869, -72.68304301456838)"
390256,CT AUTO & TOWING LLC,"42,JANSEN COURT,WEST HARTFORD,CT,99999",860-216-5474,CT,AT58918,2008,VOLKSWAGEN,PASSAT,GRAY,300 ASYLUM ST,04252021,0219,"(41.76758525331148, -72.6785700106631)"
390255,CT AUTO & TOWING LLC,"42,JANSEN COURT,WEST HARTFORD,CT,99999",860-216-5474,CT,AY99650,2013,VOLKSWAGEN,JETTA,BLUE,300 ASYLUM ST,04252021,0215,"(41.76758525331148, -72.6785700106631)"
390080,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,15563,2000,INFINITY,I30,SILVER,379 FARMINGTON AV,04202021,0946,"(41.76695582685321, -72.7027312777892)"
390025,"CENTRAL AUTO & TRANSPORT, LLC","195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,CT,AJ00460,2004,INFINITI,G35,BLUE,264 FARMINGTON AV,04172021,1916,"(41.767910454065266, -72.69742954817264)"
390158,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,AP80340,2013,INFINITY,JX35,BLACK,87 EVERGREEN AV,04222021,1302,"(41.76331456312479, -72.70908993001854)"
390155,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,CT,AT87843,2007,SATURN,ION,WHITE,270 LAUREL ST,04222021,1247,"(41.76643243554058, -72.69696318633216)"
390156,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,AH57800,2006,NISSAN,ALTIMA,SILVER,170 SISSON AV,04222021,1247,"(41.7635664831922, -72.70594822352884)"
390024,,,860-236-2602,CT,00JMUJ,1998,ACURA,2.3 CL,BLACK,98 GARDEN ST,04172021,1904,"(41.77063232437217, -72.68550172976464)"
390159,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,CT,AJ14626,2014,NISSAN,MAXIMA,BLACK,35 CONE ST,04222021,1304,"(41.7687470324279, -72.71335030121536)"
390225,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,,,2012,HONDA,CIVIC,GRAY,90 BRAINARD RD,04242021,1427,"(41.73824314712848, -72.65946783857022)"
390052,,,860-947-3062,CT,AZ16836,2010,JEEP,CHEROKEE,WHT,98 GARDEN ST,04192021,0227,"(41.77063232437217, -72.68550172976464)"
390027,,,860-296-5382,MA,2GKX85,2004,HONDA,CIVIC,BRWN,2995 MAIN ST,04172021,2013,"(41.79342742040793, -72.66695165393602)"
390026,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,CT,474ZYA,2011,LINCOLN,MKZ,GRAY,68 ELMER ST,04172021,1957,"(41.78619239203747, -72.67691103437096)"
390157,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,MA,2KBR51,2004,SUBARU,LEGACY,GRAY,28 GRACE ST,04222021,1250,"(41.75561933042824, -72.70848846498069)"
390154,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,AZ17621,2004,TOYOTA,CAMRY,BLACK,69 BLUE HILLS AV,04222021,1244,"(41.78535429568048, -72.69878529971706)"
390051,,,860-947-3062,CT,AU94961,2011,CHEVY,SILVERADO,BLACK,54 ATWOOD ST,04192021,0223,"(41.774545185619615, -72.69597248161858)"
390082,,,860-296-2826,CT,AK94827,2017,LANDROVER,DISCOVERY,BROWN,35 EVERGREEN AV,04202021,1046,"(41.765149451539095, -72.70943112596588)"
390081,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,AS32123,2005,VOLVO,V50,GREEN,84 EVERGREEN AV,04202021,1023,"(41.763593212202004, -72.70846161158643)"
390160,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,,,2003,BUICK,LESABRE,BLUE,21 EARLE ST,04222021,1307,"(41.7906546402605, -72.67147257201908)"
390084,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,00PSRU,2000,HONDA,ACCORD,RED,BLISS ST & FRANKLIN AV,04202021,1158,"(41.7407489917162, -72.67596172296153)"
390153,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,AU76383,2019,SUBARU,CROSSTREK,RED,174 WHITNEY ST,04222021,1238,"(41.77219527583881, -72.71162756449594)"
390029,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,CT,BA96706,2010,ACURA,TL,BLACK,REV R.A. MOODY OVPS & WESTON ST,04172021,2123,"(41.783869058124004, -72.66498161741349)"
390028,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,AR08344,2009,TOYOTA,CAMRY,GRAY,70 GILLETT ST,04172021,2109,"(41.770009918179674, -72.69938664984062)"
390176,CAPITOL AUTOMOTIVE LLC,"971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,CT,AV91387,2003,MERCEDES B,E320,BLACK,CHARTER OAK AV & WYLLYS ST,04222021,2346,"(41.758742268467024, -72.66949695759206)"
390254,CAPITOL AUTOMOTIVE LLC,"971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,CT,AV67975,2007,NISSAN,ALTIMA,SILVER,BLUE HILLS AV & TOWER AV,04252021,0215,"(41.800680268281425, -72.6948077633015)"
389576,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,,,2005,HONDA,ACCORD,GRAY,1 EDWARDS ST,04062021,0859,"(41.77187825007934, -72.68346959178898)"
390189,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,,,2006,NISS,MURANO,BLK,COVENTRY ST & TOWER AV,04232021,1109,"(41.80082983814939, -72.69009829929904)"
390217,,,860-296-1518,CT,752RDW,2002,CHEVY,SILVERADO,MAROON,1637 PARK ST,04242021,0357,"(41.75707351461863, -72.70558386677723)"
390178,,,860-246-7616,CT,AW66793,2005,ACURA,TL,BLACK,30 GILLETT ST,04222021,2357,"(41.76874083558011, -72.69982269382942)"
390179,,,860-246-7616,CT,AP44977,2004,CHEVROLET,MALIBU,GRAY,84 FOREST ST,04232021,0037,"(41.767355854476, -72.69963249361874)"
390180,,,860-246-7616,NH,4743985,2004,CHEVROLET,COLORADO,SILVER,194 WASHINGTON ST,04232021,0043,"(41.756645966534464, -72.68218384389472)"
390216,,,860-296-1518,CT,AM51850,2012,HONDA,ACCORD,SILVER,1477 PARK ST,04242021,0351,"(41.75761240618397, -72.70291324140885)"
390226,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,CT,AY74556,2008,HONDA,ACCORD,GRAY,HAWTHORN ST & IMLAY ST,04242021,1449,"(41.764623771830124, -72.6953233037232)"
390181,,,860-246-7616,CT,BC05291,2008,HONDA,ACCORD,GRAY,95 VAN BLOCK AV,04232021,0207,"(41.75552302023989, -72.6674629445425)"
390218,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,CT,AU72233,1999,HONDA,ACCORD,GOLD,1081 ALBANY AV,04242021,0419,"(41.78129932227293, -72.694578699256)"
390192,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,CT,AS49584,2018,HYUN,SONATA,BLK,916 MAIN ST,04232021,1212,"(41.76758271012642, -72.67308187417898)"
390190,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,AT84076,2008,TOYT,HIGHLANDER,GRN,12 JACKSON BLVD,04232021,1141,"(41.79593724177159, -72.6802123113257)"
390191,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,,,2004,VOLVO,C70,BLUE,30 WEBSTER ST,04232021,1158,"(41.744239347168985, -72.68269911124482)"
390227,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,,,0000,NISSAN,ALTIMA,TAN,177 ASHLEY ST,04242021,1530,"(41.77496656970581, -72.69516064986803)"
390163,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,,,2012,CHRYSTLER,TOWN&CTRY,RED,19 WARNER ST,04222021,1339,"(41.74589400233135, -72.67847768155436)"
390161,CAPITOL AUTOMOTIVE LLC,"971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,CT,AY06017,2007,HONDA,ACCORD,BLUE,ALBANY AV & WOODLAND ST,04222021,1331,"(41.782163456436976, -72.69623099436761)"
390162,"CENTRAL AUTO & TRANSPORT, LLC","195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,CT,AX11068,2015,BMW,328XI,TAN,ALBANY AV & WOODLAND ST,04222021,1333,"(41.782163456436976, -72.69623099436761)"
390083,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,TX,94287N4,2000,NISSAN,MAXIMA,BLU,60 MAIN ST,04202021,1153,"(41.756183529914985, -72.67500300220398)"
390087,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,,,2003,NISSAN,MAXIMA,SIL,539 BLUE HILLS AV,04202021,1222,"(41.80122256381482, -72.6950478281244)"
390030,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,IN,FL537ABL,2019,DODGE,CARAVAN,GRAY,121 ENFIELD ST,04172021,2223,"(41.78467090234436, -72.68461962429708)"
390088,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,AR36913,2005,ACURA,RL,GRY,204 LAUREL ST,04202021,1224,"(41.764753921327795, -72.69686106999622)"
390268,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,TX,54286P0,2000,MAZDA,PROTEGE,GRAY,84 ADELAIDE ST,04252021,1246,"(41.741981662821, -72.67653570783884)"
390085,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,TX,AA88543,2007,NISSAN,ALTIMA,GREY,30 CONGRESS ST,04202021,1200,"(41.754344065125174, -72.67598255925952)"
390089,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,CT,AS32366,2018,TOYOTA,TACOMA,RED,BLISS ST & FRANKLIN AV,04202021,1226,"(41.7407489917162, -72.67596172296153)"
390258,"CENTRAL AUTO & TRANSPORT, LLC","195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,CT,BC05043,2011,FORD,FUSION,GRY,273 HILLSIDE AV,04252021,0424,"(41.744478134677614, -72.6985508491222)"
390031,FOUR ACES,"20,GILBERT AVE,BLOOMFIELD,CT,06002",860-335-8325,CT,806NKH,1997,TOYOTA,AVALON,BLACK,100 HENDRICXSEN AV,04172021,2232,"(41.751077216511725, -72.66157102441575)"
390032,FOUR ACES,"20,GILBERT AVE,BLOOMFIELD,CT,06002",860-335-8325,CT,BA56581,2018,HONDA,ACCORD,BLACK,531 FARMINGTON AV,04172021,2245,"(41.766147039728885, -72.70979397665191)"
390166,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,,,1993,GEO,PRISM,BLUE,545 WETHERSFIELD AV,04222021,1507,"(41.7409677203321, -72.67252265173802)"
390167,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,,,2000,TOYOTA,CAMRY,BLU,CHAPEL ST SOUTH & TRUMBULL ST,04222021,1513,"(41.76949091092716, -72.67535604364706)"
390091,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,BB01368,2017,MAZDA,6,BLUE,49 VINE ST,04202021,1337,"(41.78083629448176, -72.68983552546601)"
390165,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,CT,AC49337,2005,CADILLAC,STS,BLK,545 WETHERSFIELD AV,04222021,1505,"(41.7409677203321, -72.67252265173802)"
390090,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,,,2008,NISSAN,ALTIMA,RED,553 FRANKLIN AV,04202021,1332,"(41.73351085129868, -72.67499219592735)"
390164,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,,,2007,MAZDA,MCX,BLACK,1618 PARK ST,04222021,1500,"(41.75754737991185, -72.70532354168216)"
390034,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,,,2004,HONDA,ACCORD,GRY,COLLINS ST & SIGOURNEY ST,04172021,2356,"(41.77321537629728, -72.69284209065884)"
390033,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,952WHC,2014,TOYOTA,RAV4,RED,COLLINS ST & SIGOURNEY ST,04172021,2356,"(41.77321537629728, -72.69284209065884)"
390092,CAPITOL AUTOMOTIVE LLC,"971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,,,2008,HONDA,ACCORD,GRY,CORNWALL ST & LYME ST,04202021,1410,"(41.79028030663106, -72.7025054414745)"
390093,"CENTRAL AUTO & TRANSPORT, LLC","195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,CT,AW49985,2007,LEXUS,IS250,SIL,DART ST & NEW BRITAIN AV,04202021,1433,"(41.7371649594193, -72.6994565857437)"
390259,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,VT,SRT,2018,DODGE,DURAGO,BLK,CHESTNUT ST & WALNUT ST,04252021,0449,"(41.772559002151056, -72.68106423081116)"
390182,,,860-246-7616,,,2004,HONDA,ACCORD,WHITE,60 NILES ST,04232021,0513,"(41.770101565727494, -72.69765406057827)"
390183,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,,,2001,TOYOTA,AVALON,SILVER,HOMESTEAD AV & WOODLAND ST,04232021,0609,"(41.778689832516555, -72.69776621327372)"
390228,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,,,2011,YAMAHA,CYCLE,BLACK,SHERBROOKE AV & ZION ST,04242021,1545,"(41.74171354235955, -72.69427618100583)"
390197,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,,,2003,HONDA,ACCORD,RED,95 ENFIELD ST,04232021,1321,"(41.78386356372294, -72.68495336391466)"
390198,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,,,2010,HYUN,SONATA,GRY,87 ATWOOD ST,04232021,1328,"(41.77578506450351, -72.69589306592664)"
390196,"CENTRAL AUTO & TRANSPORT, LLC","195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,,,2008,CHRY,SEBRING,GRY,31 ARNOLD ST,04232021,1318,"(41.74716445932548, -72.6955486793546)"
390194,"CENTRAL AUTO & TRANSPORT, LLC","195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,,,2002,TOYT,CAMRY,GRY,46 HIGH ST,04232021,1307,"(41.768257656726334, -72.68020630313363)"
390195,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,,,2000,BMW,528I,BLK,635 BROAD ST,04232021,1310,"(41.76082344619429, -72.68712275321475)"
390193,CAPITOL AUTOMOTIVE LLC,"971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,MA,9RR570,2016,FORD,ESCAPE,WHITE,115 MONTVILLE ST,04232021,1250,"(41.79607982250428, -72.66932918513213)"
390229,,,860-296-1518,CT,AP81631,2003,SUBARU,LEGACY,SILVER,17 ASHLEY ST,04242021,1617,"(41.77344389738841, -72.6878225997945)"
390199,,,860-296-8588,,,2000,HONDA,CIVIC,RED,80 CHARTER OAK AV,04232021,1344,"(41.75971104049813, -72.67110820437223)"
390094,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,CT,BC04910,2006,HYUNDAI,SONATA,BLUE,ADAMS ST & ALBANY AV,04202021,1525,"(41.78317982816101, -72.69922899869508)"
390202,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,,,2009,DUCATI,MONSTER,WHI,BLUE HILLS AV & COLEBROOK ST,04232021,1706,"(41.795050142264365, -72.69682539194027)"
390200,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,,,2004,ACURA,TL,BLK,GRANBY ST & SHARON ST,04232021,1645,"(41.78916020873057, -72.70457073143993)"
390201,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,AU77821,2013,VOLVO,XC60,BLK,PROSPECT AV & WARRENTON AV,04232021,1653,"(41.76247161429769, -72.7156754902541)"
390095,,,860-296-5382,,,2004,ACURA,TL,SILVER,179 SIGOURNEY ST,04202021,1627,"(41.77172966749287, -72.6937510327696)"
390097,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,CT,BB27712,2005,NISSAN,SENTRA,GREEN,1755 PARK ST,04202021,1646,"(41.75689050038902, -72.7071864896957)"
390096,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,AX13747,1995,OLDSMOBILE,CUTLASS,TAN,1755 PARK ST,04202021,1646,"(41.75689050038902, -72.7071864896957)"
390098,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,,,2006,HONDA,ACCORD,BLACK,1755 PARK ST,04202021,1646,"(41.75689050038902, -72.7071864896957)"
390220,CAPITOL AUTOMOTIVE LLC,"971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,CT,878XHP,2009,TOYOTA,AVALON,WHITE,CENTER ST & SEYMS ST,04242021,1026,"(41.778092771118544, -72.68026092318242)"
390262,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,CT,BB19547,2003,NISSAN,PATHFINDER,GRY,ASHLEY ST & GARDEN ST,04252021,0647,"(41.77347854389127, -72.68706316208286)"
390219,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,,,2005,HONDA,INSIGHT,RED,158 WARD ST,04242021,1020,"(41.75621990135623, -72.68998507725735)"
390263,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,,,2005,ACURA,TI,GRAY,178 STONINGTON ST,04252021,0649,"(41.754568775192915, -72.66658044359448)"
390099,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,AY99179,2009,NISSAN,MAXIMA,GREY,COLUMBUS BLVD & STATE ST,04202021,1817,"(41.765478250909425, -72.66952043003074)"
390231,CAPITOL AUTOMOTIVE LLC,"971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,CT,AN75169,2006,HONDA,ACCORD,GRAY,1 UNION PL,04242021,1754,"(41.768881074503135, -72.68159008177983)"
390232,"CENTRAL AUTO & TRANSPORT, LLC","195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,CT,AJ77966,2003,DODGE,DURANGO,BLUE,1 UNION PL,04242021,1824,"(41.768881074503135, -72.68159008177983)"
390260,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,,,2004,HONDA,CRV,GRY,112 DART ST,04252021,0613,"(41.736631782043595, -72.70447780958922)"
390100,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,,,2019,HONDA,PILOT,GREEN,SALISBURY ST & TOWER AV,04202021,1917,"(41.80072684780751, -72.69692472954655)"
